Level 2,Level 3,Level 4,Level 5,GVA,GDP,Total Sales m,Available Sales m
Process Industry,Product Design,Develop,User testing,3.90,4.55,3.17,1.28
Process Industry,Product Design,Develop,Rendering,3.27,3.72,2.61,1.05
Process Industry,Product Design,Develop,Rapid prototype,3.73,4.84,3.18,0.86
Process Industry,Product Design,Develop,Prototype development,3.70,4.59,3.04,1.05
Process Industry,Product Design,Develop,3D printing,1.73,2.20,1.48,0.59
Process Industry,Product Design,Develop,Ergonomic testing,2.91,3.62,2.43,1.45
Process Industry,Product Design,Develop,Safety analysis,2.65,3.41,2.21,0.84
Process Industry,Product Design,Develop,Material testing,3.36,4.34,2.92,1.43
Process Industry,Product Design,Develop,Production cost scoping,2.44,3.04,1.98,1.00
Process Industry,Product Design,Develop,Packaging design ,2.83,3.42,2.33,0.77
Process Industry,Product Design,Develop,QA,2.65,3.40,2.29,1.16
Process Industry,Product Design,Deliver,Documentation,1.65,2.04,1.36,0.65
Process Industry,Product Design,Deliver,Print production,2.09,2.52,1.73,0.90
Process Industry,Product Design,Deliver,Digital touchpoints,2.26,2.81,1.82,0.76
Process Industry,Product Design,Deliver,Production management,1.93,2.39,1.61,0.88
Process Industry,Product Design,Deliver,Implementation,1.32,1.62,1.07,0.61
Process Industry,Product Design,Deliver,Production prototypes,1.82,2.25,1.46,0.78
Process Industry,Product Design,Deliver,Production set-up,1.00,1.14,0.80,0.24
Process Industry,Product Design,Deliver,Tooling,1.34,1.79,1.16,0.34
Process Industry,Product Design,Deliver,Production management,1.64,2.11,1.36,0.48
Process Industry,Product Design,Deliver,User testing,1.87,2.36,1.54,0.60
Process Industry,Product Design,Deliver,Product testing,1.49,1.84,1.26,0.54
Process Industry,Motion,Discovery,Market research,0.07,0.09,0.06,0.02
Process Industry,Motion,Discovery,Market analysis,0.03,0.04,0.03,0.01
Process Industry,Motion,Discovery,Customer Insights,0.07,0.08,0.06,0.02
Process Industry,Motion,Discovery,Competitor analysis,0.04,0.04,0.03,0.02
Process Industry,Motion,Discovery,Audit ,0.06,0.08,0.05,0.02
Process Industry,Motion,Discovery,Story Research,0.06,0.07,0.05,0.01
Process Industry,Motion,Discovery,Location scouting,0.05,0.06,0.04,0.01
Process Industry,Motion,Discovery,Site surveys,0.07,0.09,0.06,0.02
Process Industry,Motion,Discovery,Logistics planning,0.05,0.05,0.04,0.01
Process Industry,Motion,Discovery,Budget planning ,0.06,0.08,0.05,0.01
Process Industry,Motion,Discovery,Pre-production planning,0.07,0.10,0.06,0.02
Process Industry,Motion,Define,Brand strategy,0.05,0.06,0.04,0.02
Process Industry,Motion,Define,Customer strategy,0.06,0.07,0.05,0.01
Process Industry,Motion,Define,Digital strategy,0.07,0.09,0.06,0.03
Process Industry,Motion,Define,Engagement strategy,0.06,0.08,0.05,0.01
Process Industry,Motion,Define,Design thinking,0.07,0.09,0.06,0.03
Process Industry,Motion,Define,Script development,0.09,0.12,0.08,0.04
Process Industry,Motion,Define,Storyboarding,0.08,0.09,0.06,0.04
Process Industry,Motion,Define,Production design,0.07,0.09,0.06,0.02
Process Industry,Motion,Define,Casting,0.06,0.08,0.05,0.02
Process Industry,Motion,Define,Prop scoping,0.10,0.11,0.08,0.02
Process Industry,Motion,Define,Visualising,0.06,0.08,0.05,0.01
Process Industry,Motion,Define,Sound design,0.07,0.09,0.06,0.02
Process Industry,Motion,Develop,Strategy development,0.37,0.48,0.31,0.11
Process Industry,Motion,Develop,Design development,0.61,0.79,0.54,0.30
Process Industry,Motion,Develop,Program design,0.63,0.80,0.51,0.24
Process Industry,Motion,Develop,Shoot,0.41,0.52,0.34,0.16
Process Industry,Motion,Develop,Grading,0.43,0.54,0.37,0.14
Process Industry,Motion,Develop,Rendering,0.41,0.52,0.35,0.09
Process Industry,Motion,Develop,Production design ,0.66,0.77,0.53,0.28
Process Industry,Motion,Develop,Lighting design,0.44,0.54,0.38,0.22
Process Industry,Motion,Develop,Set design,0.47,0.57,0.38,0.09
Process Industry,Motion,Develop,Effects design,0.67,0.82,0.54,0.19
Process Industry,Motion,Develop,Model making,0.38,0.49,0.32,0.08
Process Industry,Motion,Develop,Prop sourcing,0.63,0.79,0.51,0.20
Process Industry,Motion,Develop,Prop construction,0.44,0.51,0.35,0.17
Process Industry,Motion,Develop,Matt painting,0.54,0.70,0.47,0.24
Process Industry,Motion,Develop,Sculpture,0.59,0.77,0.50,0.29
Process Industry,Motion,Develop,Sound ,0.30,0.38,0.24,0.15
Process Industry,Motion,Deliver,Documentation,0.57,0.76,0.48,0.26
Process Industry,Motion,Deliver,Print production,0.77,1.00,0.67,0.21
Process Industry,Motion,Deliver,Digital touchpoints,0.61,0.71,0.49,0.24
Process Industry,Motion,Deliver,Production management,0.56,0.66,0.46,0.21
Process Industry,Motion,Deliver,Implementation,0.42,0.51,0.35,0.11
Process Industry,Motion,Deliver,Editing,0.69,0.85,0.55,0.11
Process Industry,Motion,Deliver,Audio editing,0.51,0.68,0.44,0.22
Process Industry,Motion,Deliver,Sound editing,0.61,0.75,0.50,0.27
Process Industry,Motion,Deliver,Final effects,0.35,0.47,0.31,0.17
Process Industry,Motion,Deliver,Post-production grade,0.38,0.47,0.31,0.10
Process Industry,Motion,Deliver,Dispatch,0.47,0.57,0.38,0.14
Process Industry,Motion,Deliver,Promotion,0.68,0.84,0.59,0.20
Process Industry,Service Design,Discovery,Market research,0.05,0.06,0.04,0.02
Process Industry,Service Design,Discovery,Market analysis,0.05,0.06,0.04,0.02
Process Industry,Service Design,Discovery,Customer Insights,0.07,0.08,0.06,0.02
Process Industry,Service Design,Discovery,Competitor analysis,0.06,0.07,0.05,0.02
Process Industry,Service Design,Discovery,Audit ,0.09,0.11,0.07,0.04
Process Industry,Service Design,Define,Service strategy,0.05,0.06,0.04,0.02
Process Industry,Service Design,Define,Customer strategy,0.08,0.10,0.07,0.04
Process Industry,Service Design,Define,Communications strategy,0.07,0.09,0.06,0.03
Process Industry,Service Design,Define,Engagement strategy,0.04,0.05,0.04,0.01
Process Industry,Service Design,Define,Design thinking,0.08,0.11,0.07,0.02
Process Industry,Service Design,Develop,Strategy development,2.06,2.56,1.74,0.39
Process Industry,Service Design,Develop,Design development,1.80,2.39,1.57,0.44
Process Industry,Service Design,Develop,Program design,3.23,4.06,2.65,0.61
Process Industry,Service Design,Develop,Presentation design,2.42,2.83,1.99,0.49
Process Industry,Service Design,Deliver,Documentation,0.54,0.65,0.45,0.25
Process Industry,Service Design,Deliver,Print production,0.66,0.80,0.55,0.23
Process Industry,Service Design,Deliver,Digital touchpoints,0.42,0.54,0.36,0.16
Process Industry,Service Design,Deliver,Production management,0.76,0.89,0.61,0.24
Process Industry,Service Design,Deliver,Implementation,0.49,0.60,0.42,0.09
Process Industry,Service Design,Discovery,Training,0.00,0.00,0.00,0.00
Process Industry,Service Design,No Data,Customer Experience Model,0.00,0.00,0.00,0.00
Process Industry,Service Design,Discovery,User Testing Services,0.00,0.00,0.00,0.00
Process Industry,Service Design,No Data,Scenarios,0.00,0.00,0.00,0.00
Process Industry,Service Design,No Data,Profiles,0.00,0.00,0.00,0.00
Process Industry,InnovationInvention,Discovery,Market research,0.08,0.10,0.06,0.03
Process Industry,InnovationInvention,Discovery,Market analysis,0.08,0.11,0.07,0.02
Process Industry,InnovationInvention,Discovery,Customer Insights,0.05,0.06,0.04,0.01
Process Industry,InnovationInvention,Discovery,Competitor analysis,0.08,0.10,0.07,0.02
Process Industry,InnovationInvention,Discovery,Audit ,0.08,0.09,0.07,0.03
Process Industry,InnovationInvention,Define,Brand strategy,0.06,0.08,0.05,0.03
Process Industry,InnovationInvention,Define,Customer strategy,0.06,0.07,0.05,0.01
Process Industry,InnovationInvention,Define,Digital strategy,0.04,0.06,0.04,0.02
Process Industry,InnovationInvention,Define,Engagement strategy,0.05,0.06,0.04,0.02
Process Industry,InnovationInvention,Define,Design thinking,0.10,0.13,0.08,0.04
Process Industry,InnovationInvention,Develop,Strategy development,0.71,0.87,0.60,0.36
Process Industry,InnovationInvention,Develop,Design development,1.10,1.45,0.93,0.36
Process Industry,InnovationInvention,Develop,Program design,0.82,1.01,0.70,0.40
Process Industry,InnovationInvention,Deliver,Documentation,1.09,1.36,0.87,0.30
Process Industry,InnovationInvention,Deliver,Print production,0.50,0.58,0.40,0.15
Process Industry,InnovationInvention,Deliver,Digital touchpoints,1.02,1.33,0.86,0.51
Process Industry,InnovationInvention,Deliver,Production management,0.73,0.86,0.59,0.32
Process Industry,InnovationInvention,Deliver,Implementation,0.50,0.62,0.44,0.17
Process Industry,Design Education,Discovery,Market research,0.10,0.12,0.08,0.04
Process Industry,Design Education,Discovery,Market analysis,0.10,0.12,0.08,0.04
Process Industry,Design Education,Discovery,Customer Insights,0.08,0.10,0.07,0.02
Process Industry,Design Education,Discovery,Competitor analysis,0.11,0.13,0.09,0.03
Process Industry,Design Education,Discovery,Audit ,0.14,0.18,0.11,0.05
Process Industry,Design Education,Define,Brand strategy,0.11,0.13,0.09,0.03
Process Industry,Design Education,Define,Customer strategy,0.14,0.17,0.11,0.06
Process Industry,Design Education,Define,Digital strategy,0.14,0.17,0.11,0.05
Process Industry,Design Education,Define,Engagement strategy,0.13,0.15,0.10,0.04
Process Industry,Design Education,Define,Design thinking,0.13,0.16,0.11,0.03
Process Industry,Design Education,Develop,Strategy development,2.08,2.52,1.77,0.79
Process Industry,Design Education,Develop,Design development,2.76,3.16,2.20,1.26
Process Industry,Design Education,Develop,Program design,1.42,1.89,1.24,0.52
Process Industry,Design Education,Deliver,Documentation,0.54,0.64,0.44,0.24
Process Industry,Design Education,Deliver,Print production,0.70,0.83,0.59,0.33
Process Industry,Design Education,Deliver,Digital touchpoints,0.69,0.87,0.59,0.17
Process Industry,Design Education,Deliver,Production management,0.84,1.00,0.69,0.14
Process Industry,Design Education,Deliver,Implementation,0.92,1.13,0.74,0.22
Agriculture, Strategy,Discovery,Brand audit,0.07,0.08,0.06,0.03
Agriculture, Strategy,Discovery,Market research,0.14,0.18,0.12,0.06
Agriculture, Strategy,Discovery,MarketCompetitor Analysis,0.15,0.18,0.12,0.03
Agriculture, Strategy,Discovery,Problem definition,0.09,0.11,0.08,0.02
Agriculture, Strategy,Discovery,Customer insights,0.09,0.11,0.07,0.04
Agriculture, Strategy,Discovery,Customer journey mapping,0.07,0.09,0.06,0.03
Agriculture, Strategy,Discovery,Problem definition,0.10,0.12,0.08,0.05
Agriculture, Strategy,Discovery,Brand strategy review,0.07,0.09,0.06,0.04
Agriculture, Strategy,Discovery,Organisational structure review,0.14,0.18,0.12,0.07
Agriculture, Strategy,Discovery,Resource needs identified,0.15,0.19,0.13,0.05
Agriculture, Strategy,Discovery,Comms audit,0.12,0.15,0.10,0.03
Agriculture, Strategy,Discovery,Channel analysis,0.10,0.12,0.08,0.04
Agriculture, Strategy,Define,Brand strategy development,0.25,0.32,0.20,0.05
Agriculture, Strategy,Define,Competitive Positioning ,0.14,0.17,0.11,0.04
Agriculture, Strategy,Define,Brand Definition,0.16,0.19,0.13,0.08
Agriculture, Strategy,Define,Customer segmentation,0.19,0.25,0.16,0.05
Agriculture, Strategy,Define,Customer journey development,0.21,0.25,0.17,0.06
Agriculture, Strategy,Define,Customer experience strategy,0.22,0.28,0.18,0.09
Agriculture, Strategy,Define,Channel strategy,0.16,0.19,0.13,0.03
Agriculture, Strategy,Define,Digital strategy,0.13,0.17,0.11,0.05
Agriculture, Strategy,Define,Service definition,0.23,0.29,0.19,0.09
Agriculture, Strategy,Define,Product ideation,0.25,0.30,0.20,0.10
Agriculture, Strategy,Define,Customer segmentation,0.16,0.21,0.13,0.06
Agriculture, Strategy,Define,Persona development,0.12,0.15,0.10,0.02
Agriculture, Strategy,Define,Customer journey development,0.20,0.24,0.16,0.08
Agriculture, Strategy,Define,Customer experience strategy,0.15,0.17,0.12,0.05
Agriculture, Strategy,Define,Product ideation,0.18,0.22,0.15,0.08
Agriculture, Strategy,Define,Engagement strategy,0.18,0.24,0.16,0.06
Agriculture, Strategy,Define,Campaign idea,0.18,0.23,0.15,0.03
Agriculture, Strategy,Define,Program design,0.23,0.29,0.20,0.08
Agriculture, Strategy,Define,Content definition,0.22,0.28,0.19,0.10
Agriculture, Strategy,Define,Program planning ,0.16,0.21,0.13,0.03
Agriculture, Strategy,Develop,Value proposition,1.52,1.90,1.31,0.55
Agriculture, Strategy,Develop,Brand architecture,1.88,2.24,1.50,0.38
Agriculture, Strategy,Develop,Vision  Purpose,1.37,1.68,1.10,0.65
Agriculture, Strategy,Develop,Mission  Ambition,0.95,1.18,0.76,0.22
Agriculture, Strategy,Develop,Brand story,1.66,1.97,1.34,0.74
Agriculture, Strategy,Develop,Customer experience design,1.72,2.17,1.42,0.35
Agriculture, Strategy,Develop,Service design,1.51,1.89,1.28,0.52
Agriculture, Strategy,Develop,Product design,1.31,1.69,1.08,0.56
Agriculture, Strategy,Develop,Touchpoint design,1.29,1.65,1.11,0.63
Agriculture, Strategy,Develop,Campaign idea development,1.67,2.16,1.43,0.40
Agriculture, Strategy,Develop,Messaging development,1.37,1.74,1.15,0.36
Agriculture, Strategy,Develop,Content development,1.86,2.31,1.49,0.62
Agriculture, Strategy,Develop,Collateral design,1.27,1.62,1.07,0.60
Agriculture, Strategy,Develop,Channel build,1.38,1.84,1.18,0.37
Agriculture, Strategy,Develop,Reporting model,1.18,1.53,1.01,0.28
Agriculture, Strategy,Deliver,Brand strategy documentation,1.12,1.41,0.98,0.38
Agriculture, Strategy,Deliver,Business case development,0.83,1.00,0.67,0.14
Agriculture, Strategy,Deliver,Board papers,1.24,1.65,1.08,0.53
Agriculture, Strategy,Deliver,Implementation roadmap,0.77,0.94,0.66,0.30
Agriculture, Strategy,Deliver,CX strategy documentation,1.35,1.62,1.12,0.32
Agriculture, Strategy,Deliver,Business case development,1.57,1.98,1.33,0.30
Agriculture, Strategy,Deliver,Board papers,1.05,1.32,0.91,0.34
Agriculture, Strategy,Deliver,Implementation roadmap,1.62,2.04,1.37,0.34
Agriculture, Strategy,Deliver,Launch campaign,0.91,1.15,0.77,0.38
Agriculture, Strategy,Deliver,Program collateral,0.85,1.09,0.71,0.37
Agriculture, Strategy,Deliver,Digital comms channel,0.96,1.24,0.82,0.45
Agriculture, Strategy,Deliver,Program content,1.40,1.78,1.18,0.70
Agriculture, Strategy,Deliver,Analysis,1.45,1.71,1.18,0.36
Agriculture, Strategy,Deliver,Reporting,1.63,1.91,1.34,0.69
Agriculture,Graphic Design,Discovery,Market research,0.13,0.17,0.12,0.03
Agriculture,Graphic Design,Discovery,Market analysis,0.14,0.17,0.12,0.02
Agriculture,Graphic Design,Discovery,Customer Insights,0.16,0.20,0.13,0.07
Agriculture,Graphic Design,Discovery,Competitor analysis,0.15,0.18,0.12,0.07
Agriculture,Graphic Design,Discovery,Competitor analysis,0.11,0.14,0.10,0.05
Agriculture,Graphic Design,Discovery,Identity audit,0.12,0.16,0.10,0.02
Agriculture,Graphic Design,Discovery,Packaging audit,0.15,0.19,0.13,0.03
Agriculture,Graphic Design,Discovery,Retail audit,0.16,0.20,0.13,0.05
Agriculture,Graphic Design,Discovery,Signage audit,0.17,0.20,0.13,0.04
Agriculture,Graphic Design,Discovery,Production planning,0.10,0.12,0.08,0.05
Agriculture,Graphic Design,Discovery,Audit ,0.12,0.16,0.11,0.04
Agriculture,Graphic Design,Define,Brand strategy,0.10,0.13,0.09,0.02
Agriculture,Graphic Design,Define,Customer strategy,0.11,0.13,0.09,0.05
Agriculture,Graphic Design,Define,Digital strategy,0.15,0.20,0.13,0.06
Agriculture,Graphic Design,Define,Engagement strategy,0.11,0.13,0.09,0.04
Agriculture,Graphic Design,Define,Design strategy,0.09,0.12,0.08,0.04
Agriculture,Graphic Design,Define,Creative territory ,0.08,0.09,0.07,0.02
Agriculture,Graphic Design,Define,Resource needs identified,0.10,0.11,0.08,0.02
Agriculture,Graphic Design,Define,Design strategy,0.12,0.15,0.10,0.05
Agriculture,Graphic Design,Define,Product architecture,0.10,0.13,0.09,0.04
Agriculture,Graphic Design,Define,Portfolio management ,0.08,0.10,0.07,0.02
Agriculture,Graphic Design,Define,Channel strategy,0.09,0.11,0.08,0.04
Agriculture,Graphic Design,Define,New product development (NPD),0.11,0.13,0.09,0.04
Agriculture,Graphic Design,Define,Signage system  architecture,0.15,0.19,0.13,0.05
Agriculture,Graphic Design,Develop,Strategy development,1.68,2.10,1.46,0.69
Agriculture,Graphic Design,Develop,Design development,1.68,2.23,1.45,0.43
Agriculture,Graphic Design,Develop,Program design,2.22,2.66,1.83,0.40
Agriculture,Graphic Design,Develop,Identity design,1.16,1.44,1.01,0.41
Agriculture,Graphic Design,Develop,Communication design,2.51,2.88,2.01,1.11
Agriculture,Graphic Design,Develop,Marketing collateral,2.49,3.37,2.17,0.65
Agriculture,Graphic Design,Develop,Corporate collateral,2.31,2.91,1.89,0.61
Agriculture,Graphic Design,Develop,Publications,1.91,2.23,1.55,0.49
Agriculture,Graphic Design,Develop,Artwork files,1.83,2.16,1.48,0.50
Agriculture,Graphic Design,Develop,Licencing,2.42,2.84,1.98,1.05
Agriculture,Graphic Design,Develop,Illustration design,1.76,2.29,1.53,0.75
Agriculture,Graphic Design,Develop,Animation,1.81,2.26,1.55,0.69
Agriculture,Graphic Design,Develop,Shoot planning,1.71,2.10,1.41,0.63
Agriculture,Graphic Design,Develop,Logistics ,1.16,1.39,0.97,0.55
