Level 2,GDP
Manufacturing Industry,33.67
Manufacturing Industry,36.78
Manufacturing Industry,13.85
Manufacturing Industry,13.69
Manufacturing Industry,16.79
Manufacturing Industry,16.56
Manufacturing Industry,8.69
Process Industry,0.06
Process Industry,0.07
Process Industry,0.08
Process Industry,0.08
Process Industry,0.05
Process Industry,0.08
Process Industry,0.06
Process Industry,0.05
Process Industry,0.12
Process Industry,0.05
Process Industry,0.10
Process Industry,0.08
Process Industry,0.11
Process Industry,0.13
Process Industry,0.10
Process Industry,0.14
Process Industry,0.14
Process Industry,0.14
Process Industry,0.15
Process Industry,0.11
Process Industry,0.13
Process Industry,0.13
Process Industry,0.12
Process Industry,0.11
Process Industry,0.14
Process Industry,0.15
Process Industry,0.08
Process Industry,0.14
Process Industry,0.14
Process Industry,0.13
Process Industry,0.10
Process Industry,0.07
Process Industry,1.46
Process Industry,1.97
Process Industry,1.55
Process Industry,1.24
Process Industry,1.89
Process Industry,1.54
Process Industry,2.02
Process Industry,1.58
Process Industry,0.92
Process Industry,1.63
Process Industry,1.50
Process Industry,1.93
Process Industry,1.39
Process Industry,1.64
Process Industry,0.98
Process Industry,0.68
Process Industry,0.97
Process Industry,0.70
Process Industry,0.90
Process Industry,0.93
Process Industry,0.71
Process Industry,0.91
Process Industry,0.73
Process Industry,0.94
Process Industry,0.56
Process Industry,0.50
Process Industry,0.90
Process Industry,0.67
Process Industry,0.46
Process Industry,0.07
Process Industry,0.11
Process Industry,0.09
Process Industry,0.13
Process Industry,0.09
Process Industry,0.09
Process Industry,0.07
Process Industry,0.07
Process Industry,0.13
Process Industry,0.07
Process Industry,0.07
Process Industry,0.05
Process Industry,0.09
Process Industry,0.07
Process Industry,0.07
Process Industry,0.11
Process Industry,0.12
Process Industry,0.07
Process Industry,0.12
Process Industry,0.07
Process Industry,0.09
Process Industry,0.09
Process Industry,0.10
Process Industry,0.06
Process Industry,1.59
Process Industry,1.55
Process Industry,1.30
Process Industry,2.53
Process Industry,1.14
Process Industry,1.13
Process Industry,1.84
Process Industry,1.74
Process Industry,1.31
Process Industry,1.66
Process Industry,2.38
Process Industry,1.09
Process Industry,1.42
Process Industry,2.18
Process Industry,1.87
Process Industry,1.05
Process Industry,1.31
Process Industry,1.57
Process Industry,2.08
Process Industry,0.79
Process Industry,0.88
Process Industry,0.52
Process Industry,0.56
Process Industry,0.87
Process Industry,0.82
Process Industry,0.78
Process Industry,0.95
Process Industry,0.94
Process Industry,0.77
Process Industry,0.73
Process Industry,0.71
Process Industry,0.97
Process Industry,0.60
Process Industry,0.94
Process Industry,0.65
Process Industry,0.13
Process Industry,0.07
Process Industry,0.12
Process Industry,0.14
Process Industry,0.08
Process Industry,0.12
Process Industry,0.10
Process Industry,0.13
Process Industry,0.13
Process Industry,0.10
Process Industry,0.13
Process Industry,0.12
Process Industry,0.23
Process Industry,0.19
Process Industry,0.11
Process Industry,0.18
Process Industry,0.17
Process Industry,0.11
Process Industry,0.14
Process Industry,0.18
Process Industry,0.13
Process Industry,0.25
Process Industry,0.16
Process Industry,4.36
Process Industry,5.40
Process Industry,3.46
Process Industry,4.37
Process Industry,5.32
Process Industry,4.71
Process Industry,4.67
Process Industry,5.79
Process Industry,3.18
Process Industry,4.87
Process Industry,3.20
Process Industry,6.17
Process Industry,3.51
Process Industry,0.86
Process Industry,1.37
Process Industry,1.78
Process Industry,1.86
Process Industry,0.88
Process Industry,1.41
Process Industry,1.14
Process Industry,1.58
Process Industry,1.65
Process Industry,1.00
Process Industry,1.00
Process Industry,1.05
Process Industry,0.98
Process Industry,1.36
Process Industry,1.27
Process Industry,1.79
Process Industry,1.06
Process Industry,1.72
Process Industry,1.47
Process Industry,1.75
Process Industry,0.81
Process Industry,1.75
Process Industry,0.04
Process Industry,0.05
Process Industry,0.03
Process Industry,0.04
Process Industry,0.06
Process Industry,0.06
Process Industry,0.03
Process Industry,0.06
Process Industry,0.05
Process Industry,0.03
Process Industry,0.05
Process Industry,0.04
Process Industry,0.04
Process Industry,0.04
Process Industry,0.06
Process Industry,0.06
Process Industry,0.04
Process Industry,0.04
Process Industry,0.05
Process Industry,0.04
Process Industry,0.06
Process Industry,0.07
Process Industry,0.08
Process Industry,0.07
Process Industry,0.07
Process Industry,0.06
Process Industry,0.09
Process Industry,0.08
Process Industry,0.05
Process Industry,0.07
Process Industry,0.05
Process Industry,0.06
Process Industry,0.07
Process Industry,0.06
Process Industry,0.05
Process Industry,0.05
Process Industry,0.04
Process Industry,0.08
Process Industry,0.06
Process Industry,0.04
Process Industry,0.05
Process Industry,1.03
Process Industry,0.80
Process Industry,1.42
Process Industry,1.46
Process Industry,0.86
Process Industry,0.97
Process Industry,1.06
Process Industry,0.78
Process Industry,0.90
Process Industry,0.82
Process Industry,0.74
Process Industry,0.89
Process Industry,1.17
Process Industry,1.42
Process Industry,1.00
Process Industry,1.19
Process Industry,1.50
Process Industry,1.09
Process Industry,1.36
Process Industry,0.92
Process Industry,1.31
Process Industry,0.82
Process Industry,0.96
Process Industry,0.81
Process Industry,0.43
Process Industry,0.77
Process Industry,0.46
Process Industry,0.70
Process Industry,0.71
Process Industry,0.84
Process Industry,0.67
Process Industry,0.47
Process Industry,0.90
Process Industry,0.48
Process Industry,0.79
Process Industry,0.65
Process Industry,0.89
Process Industry,0.60
Process Industry,0.77
Process Industry,0.42
Process Industry,0.59
Process Industry,0.13
Process Industry,0.14
Process Industry,0.12
Process Industry,0.10
Process Industry,0.15
Process Industry,0.12
Process Industry,0.14
Process Industry,0.13
Process Industry,0.10
Process Industry,0.15
Process Industry,0.10
Process Industry,0.10
Process Industry,0.10
Process Industry,0.25
Process Industry,0.18
Process Industry,0.18
Process Industry,0.19
Process Industry,0.28
Process Industry,0.12
Process Industry,0.16
Process Industry,0.25
Process Industry,0.23
Process Industry,0.17
Process Industry,2.83
Process Industry,2.86
Process Industry,2.07
Process Industry,3.77
Process Industry,4.17
Process Industry,3.82
Process Industry,4.14
Process Industry,3.39
Process Industry,4.24
Process Industry,3.35
Process Industry,4.55
Process Industry,3.72
Process Industry,4.84
Process Industry,4.59
Process Industry,2.20
Process Industry,3.62
Process Industry,3.41
Process Industry,4.34
Process Industry,3.04
Process Industry,3.42
Process Industry,3.40
Process Industry,2.04
Process Industry,2.52
Process Industry,2.81
Process Industry,2.39
Process Industry,1.62
Process Industry,2.25
Process Industry,1.14
Process Industry,1.79
Process Industry,2.11
Process Industry,2.36
Process Industry,1.84
Process Industry,0.09
Process Industry,0.04
Process Industry,0.08
Process Industry,0.04
Process Industry,0.08
Process Industry,0.07
Process Industry,0.06
Process Industry,0.09
Process Industry,0.05
Process Industry,0.08
Process Industry,0.10
Process Industry,0.06
Process Industry,0.07
Process Industry,0.09
Process Industry,0.08
Process Industry,0.09
Process Industry,0.12
Process Industry,0.09
Process Industry,0.09
Process Industry,0.08
Process Industry,0.11
Process Industry,0.08
Process Industry,0.09
Process Industry,0.48
Process Industry,0.79
Process Industry,0.80
Process Industry,0.52
Process Industry,0.54
Process Industry,0.52
Process Industry,0.77
Process Industry,0.54
Process Industry,0.57
Process Industry,0.82
Process Industry,0.49
Process Industry,0.79
Process Industry,0.51
Process Industry,0.70
Process Industry,0.77
Process Industry,0.38
Process Industry,0.76
Process Industry,1.00
Process Industry,0.71
Process Industry,0.66
Process Industry,0.51
Process Industry,0.85
Process Industry,0.68
Process Industry,0.75
Process Industry,0.47
Process Industry,0.47
Process Industry,0.57
Process Industry,0.84
Process Industry,0.06
Process Industry,0.06
Process Industry,0.08
Process Industry,0.07
Process Industry,0.11
Process Industry,0.06
Process Industry,0.10
Process Industry,0.09
Process Industry,0.05
Process Industry,0.11
Process Industry,2.56
Process Industry,2.39
Process Industry,4.06
Process Industry,2.83
Process Industry,0.65
Process Industry,0.80
Process Industry,0.54
Process Industry,0.89
Process Industry,0.60
Process Industry,0.00
Process Industry,0.00
Process Industry,0.00
Process Industry,0.00
Process Industry,0.00
Process Industry,0.10
Process Industry,0.11
Process Industry,0.06
Process Industry,0.10
Process Industry,0.09
Process Industry,0.08
Process Industry,0.07
Process Industry,0.06
Process Industry,0.06
Process Industry,0.13
Process Industry,0.87
Process Industry,1.45
Process Industry,1.01
Process Industry,1.36
Process Industry,0.58
Process Industry,1.33
Process Industry,0.86
Process Industry,0.62
Process Industry,0.12
Process Industry,0.12
Process Industry,0.10
Process Industry,0.13
Process Industry,0.18
Process Industry,0.13
Process Industry,0.17
Process Industry,0.17
Process Industry,0.15
Process Industry,0.16
Process Industry,2.52
Process Industry,3.16
Process Industry,1.89
Process Industry,0.64
Process Industry,0.83
Process Industry,0.87
Process Industry,1.00
Process Industry,1.13
Agriculture,0.08
Agriculture,0.18
Agriculture,0.18
Agriculture,0.11
Agriculture,0.11
Agriculture,0.09
Agriculture,0.12
Agriculture,0.09
Agriculture,0.18
Agriculture,0.19
Agriculture,0.15
Agriculture,0.12
Agriculture,0.32
Agriculture,0.17
Agriculture,0.19
Agriculture,0.25
Agriculture,0.25
Agriculture,0.28
Agriculture,0.19
Agriculture,0.17
Agriculture,0.29
Agriculture,0.30
Agriculture,0.21
Agriculture,0.15
Agriculture,0.24
Agriculture,0.17
Agriculture,0.22
Agriculture,0.24
Agriculture,0.23
Agriculture,0.29
Agriculture,0.28
Agriculture,0.21
Agriculture,1.90
Agriculture,2.24
Agriculture,1.68
Agriculture,1.18
Agriculture,1.97
Agriculture,2.17
Agriculture,1.89
Agriculture,1.69
Agriculture,1.65
Agriculture,2.16
Agriculture,1.74
Agriculture,2.31
Agriculture,1.62
Agriculture,1.84
Agriculture,1.53
Agriculture,1.41
Agriculture,1.00
Agriculture,1.65
Agriculture,0.94
Agriculture,1.62
Agriculture,1.98
Agriculture,1.32
Agriculture,2.04
Agriculture,1.15
Agriculture,1.09
Agriculture,1.24
Agriculture,1.78
Agriculture,1.71
Agriculture,1.91
Agriculture,0.17
Agriculture,0.17
Agriculture,0.20
Agriculture,0.18
Agriculture,0.14
Agriculture,0.16
Agriculture,0.19
Agriculture,0.20
Agriculture,0.20
Agriculture,0.12
Agriculture,0.16
Agriculture,0.13
Agriculture,0.13
Agriculture,0.20
Agriculture,0.13
Agriculture,0.12
Agriculture,0.09
Agriculture,0.11
Agriculture,0.15
Agriculture,0.13
Agriculture,0.10
Agriculture,0.11
Agriculture,0.13
Agriculture,0.19
Agriculture,2.10
Agriculture,2.23
Agriculture,2.66
Agriculture,1.44
Agriculture,2.88
Agriculture,3.37
Agriculture,2.91
Agriculture,2.23
Agriculture,2.16
Agriculture,2.84
Agriculture,2.29
Agriculture,2.26
Agriculture,2.10
Agriculture,1.39
Agriculture,1.58
Agriculture,1.58
Agriculture,2.42
Agriculture,3.02
Agriculture,3.35
Agriculture,2.17
Agriculture,2.11
Agriculture,2.40
Agriculture,1.36
Agriculture,1.36
Agriculture,1.85
Agriculture,1.93
Agriculture,1.27
Agriculture,1.39
Agriculture,2.18
Agriculture,1.44
Agriculture,1.74
Agriculture,1.89
Agriculture,1.71
Agriculture,1.11
Agriculture,1.55
Agriculture,0.22
Agriculture,0.13
Agriculture,0.18
Agriculture,0.13
Agriculture,0.16
Agriculture,0.22
Agriculture,0.26
Agriculture,0.12
Agriculture,0.20
Agriculture,0.18
Agriculture,0.35
Agriculture,0.21
Agriculture,0.28
Agriculture,0.20
Agriculture,0.34
Agriculture,0.31
Agriculture,0.36
Agriculture,0.29
Agriculture,0.28
Agriculture,0.20
Agriculture,0.23
Agriculture,0.29
Agriculture,0.35
Agriculture,6.40
Agriculture,6.70
Agriculture,9.02
Agriculture,6.56
Agriculture,8.70
Agriculture,8.27
Agriculture,6.35
Agriculture,4.68
Agriculture,9.48
Agriculture,7.32
Agriculture,5.20
Agriculture,7.29
Agriculture,7.84
Agriculture,2.57
Agriculture,2.32
Agriculture,2.61
Agriculture,3.05
Agriculture,2.66
Agriculture,1.52
Agriculture,1.77
Agriculture,2.83
Agriculture,2.76
Agriculture,1.78
Agriculture,2.38
Agriculture,3.14
Agriculture,2.40
Agriculture,3.05
Agriculture,2.70
Agriculture,2.34
Agriculture,1.74
Agriculture,2.11
Agriculture,2.99
Agriculture,2.77
Agriculture,1.54
Agriculture,1.41
Agriculture,0.05
Agriculture,0.08
Agriculture,0.10
Agriculture,0.09
Agriculture,0.07
Agriculture,0.06
Agriculture,0.10
Agriculture,0.06
Agriculture,0.07
Agriculture,0.10
Agriculture,0.07
Agriculture,0.06
Agriculture,0.05
Agriculture,0.11
Agriculture,0.06
Agriculture,0.09
Agriculture,0.06
Agriculture,0.09
Agriculture,0.12
Agriculture,0.07
Agriculture,0.08
Agriculture,0.07
Agriculture,0.06
Agriculture,0.05
Agriculture,0.11
Agriculture,0.09
Agriculture,0.11
Agriculture,0.10
Agriculture,0.07
Agriculture,0.12
Agriculture,0.07
Agriculture,0.11
Agriculture,0.12
Agriculture,0.09
Agriculture,0.10
Agriculture,0.06
Agriculture,0.10
Agriculture,0.08
Agriculture,0.12
Agriculture,0.08
Agriculture,0.10
Agriculture,2.11
Agriculture,3.05
Agriculture,3.01
Agriculture,2.67
Agriculture,3.05
Agriculture,2.55
Agriculture,3.27
Agriculture,2.62
Agriculture,2.44
Agriculture,1.83
Agriculture,3.02
Agriculture,3.30
Agriculture,3.23
Agriculture,2.09
Agriculture,1.74
Agriculture,2.98
Agriculture,2.33
Agriculture,2.62
Agriculture,3.65
Agriculture,3.28
Agriculture,3.55
Agriculture,2.49
Agriculture,0.46
Agriculture,0.49
Agriculture,0.81
Agriculture,0.63
Agriculture,0.82
Agriculture,0.93
Agriculture,0.89
Agriculture,0.64
Agriculture,1.02
Agriculture,0.47
Agriculture,0.48
Agriculture,0.92
Agriculture,0.76
Agriculture,0.84
Agriculture,0.54
Agriculture,0.45
